,Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6
155,3.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
156,12.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
157,2.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
158,2.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
159,16.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
160,10.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
161,21.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
162,9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
163,6.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
164,21.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
165,5.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
166,22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
167,17.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
168,16.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
169,17.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
170,16.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
171,11.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
172,15.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
173,9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
174,4.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
175,11.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
176,6.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
177,20.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
178,15.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
179,10.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
180,10.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
181,17.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
182,10.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
183,12.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
184,22.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
185,15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
186,15.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
187,10.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
188,12.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
189,5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
190,7.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
191,6.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
192,13.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
193,10.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
194,12.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
195,22.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
196,19.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
197,13.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
198,21.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
199,17.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
200,1.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
201,17.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
202,22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
203,22.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
204,5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
205,20.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
206,16.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
207,20.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
208,15.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
209,16.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
210,16.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
211,13.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
212,12.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
213,5.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
214,18.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
215,21.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
216,12.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
217,7.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
218,16.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
219,21.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
220,11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
221,16.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
222,6.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
223,13.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
224,16.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
225,0.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
226,5.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
227,10.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
228,5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
229,6.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
230,7.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
231,5.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
232,22.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
233,22.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
234,22.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
235,17.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
236,15.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
237,13.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
238,13.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
239,6.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
240,20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
241,10.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
242,13.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
243,6.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
