,Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6
68,18.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
69,16.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
70,20.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
71,6.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
72,2.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
73,11.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
74,8.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
75,1.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
76,20.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
77,6.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
78,7.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
79,15.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
80,16.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
81,4.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
82,11.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
83,11.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
84,9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
85,18.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
86,11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
87,5.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
88,3.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
89,21.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
90,16.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
91,12.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
92,23.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
93,24.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
94,17.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
95,11.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
96,23.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
97,18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
98,17.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
99,18.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
100,17.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
101,12.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
102,9.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
103,7.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
104,6.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
105,9.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
106,18.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
107,24.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
108,16.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
109,10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
110,18.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
111,9.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
112,7.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
113,19.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
114,19.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
115,8.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
116,16.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
117,17.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
118,15.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
119,15.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
120,10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
121,11.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
122,6.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
123,12.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
124,4.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
125,15.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
126,1.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
127,22.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
128,8.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
129,23.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
130,12.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
131,6.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
132,6.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
133,9.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
134,5.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
135,11.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
136,4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
137,7.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
138,10.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
139,20.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
140,0.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
141,17.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
142,15.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
143,21.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
144,21.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
145,15.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
146,11.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
147,12.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
148,18.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
149,23.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
150,17.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
151,3.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
152,12.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
153,2.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
154,16.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
155,10.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
156,21.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
157,11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
158,6.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
159,21.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
160,5.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
161,22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
162,22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
163,19.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
164,17.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
165,11.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
166,16.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
167,11.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
168,11.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
169,15.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
170,9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
171,11.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
172,6.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
173,20.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
174,10.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
175,21.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
176,10.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
177,12.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
178,22.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
179,15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
180,10.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
181,12.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
182,7.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
183,13.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
184,10.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
185,12.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
186,22.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
187,19.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
188,13.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
189,21.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
190,15.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
191,17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
192,17.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
193,1.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
194,17.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
195,13.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
196,22.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
197,5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
198,20.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
199,20.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
200,15.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
201,11.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
202,12.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
203,16.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
204,16.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
205,13.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
206,12.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
207,5.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
208,5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
209,5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
210,10.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
211,21.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
212,7.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
213,17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
214,20.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
215,16.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
216,21.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
217,15.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
218,16.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
219,6.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
220,13.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
221,13.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
222,11.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
223,4.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
224,16.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
225,5.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
226,10.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
227,1.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
228,6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
229,7.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
230,22.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
231,22.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
232,5.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
233,17.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
234,15.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
235,13.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
236,7.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
237,6.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
238,20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
239,10.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
240,12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
241,7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
242,13.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
243,21.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
