Fact id,Fact,SF,Fact_readable,SF_readable,Fact actions,Recourse,exceptionality,sparsity,fidelity,num_cfs,uncertainty,Value,Found
121,"[8, 0, 10, 11, 12, 15, 16, 17]","[7, 17, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 17 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
123,"[12, 17, 10, 11, 12, 15, 16, 17]","[18, 20, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 20 Frozen: [10 11 12 15 16 17],"[0, 1, 0]",,1.0,1.0,1.0,1,1.0,0,0
127,"[18, 17, 10, 11, 12, 15, 16, 17]","[13, 5, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 5 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
129,"[12, 10, 10, 11, 12, 15, 16, 17]","[15, 6, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 6 Frozen: [10 11 12 15 16 17],"[1, 2, 1]",,1.0,1.0,1.0,1,1.0,0,0
136,"[23, 22, 10, 11, 12, 15, 16, 17]","[13, 15, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 15 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
137,"[6, 22, 10, 11, 12, 15, 16, 17]","[19, 21, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 19 Goal: 21 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
147,"[3, 0, 10, 11, 12, 15, 16, 17]","[7, 19, 10, 11, 12, 15, 16, 17]",Agent: 3 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 19 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
149,"[8, 3, 10, 11, 12, 15, 16, 17]","[5, 0, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 0 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
151,"[24, 22, 10, 11, 12, 15, 16, 17]","[17, 1, 10, 11, 12, 15, 16, 17]",Agent: 24 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 17 Goal: 1 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
158,"[17, 5, 10, 11, 12, 15, 16, 17]","[6, 22, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 5 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 22 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
160,"[20, 19, 10, 11, 12, 15, 16, 17]","[8, 3, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 19 Frozen: [10 11 12 15 16 17],Agent: 8 Goal: 3 Frozen: [10 11 12 15 16 17],"[2, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
162,"[16, 1, 10, 11, 12, 15, 16, 17]","[10, 0, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 0 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
168,"[22, 13, 10, 11, 12, 15, 16, 17]","[8, 2, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 13 Frozen: [10 11 12 15 16 17],Agent: 8 Goal: 2 Frozen: [10 11 12 15 16 17],"[3, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
172,"[8, 2, 10, 11, 12, 15, 16, 17]","[18, 12, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 12 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
173,"[6, 3, 10, 11, 12, 15, 16, 17]","[18, 10, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 10 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
180,"[13, 14, 10, 11, 12, 15, 16, 17]","[20, 22, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 14 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 22 Frozen: [10 11 12 15 16 17],"[0, 0, 1]",,1.0,1.0,1.0,1,1.0,0,0
185,"[13, 13, 10, 11, 12, 15, 16, 17]","[3, 9, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 13 Frozen: [10 11 12 15 16 17],Agent: 3 Goal: 9 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
191,"[1, 3, 10, 11, 12, 15, 16, 17]","[22, 24, 10, 11, 12, 15, 16, 17]",Agent: 1 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 24 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
192,"[2, 1, 10, 11, 12, 15, 16, 17]","[13, 1, 10, 11, 12, 15, 16, 17]",Agent: 2 Goal: 1 Frozen: [10 11 12 15 16 17],"Agent: 13 Goal: 1 Frozen: [10, 11, 12, 15, 16, 17]","[3, 3, 2]","[1, 0, 1]",0.026197742692588052,1.0,0.05287156874934832,False,1.0,0,1
198,"[7, 2, 10, 11, 12, 15, 16, 17]","[22, 13, 10, 11, 12, 15, 16, 17]",Agent: 7 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 13 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
206,"[1, 1, 10, 11, 12, 15, 16, 17]","[18, 19, 10, 11, 12, 15, 16, 17]",Agent: 1 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 19 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
207,"[15, 0, 10, 11, 12, 15, 16, 17]","[23, 14, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 23 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
216,"[17, 14, 10, 11, 12, 15, 16, 17]","[2, 4, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 14 Frozen: [10 11 12 15 16 17],Agent: 2 Goal: 4 Frozen: [10 11 12 15 16 17],"[0, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
222,"[23, 24, 10, 11, 12, 15, 16, 17]","[15, 9, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 24 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 9 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
226,"[16, 10, 10, 11, 12, 15, 16, 17]","[13, 14, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
228,"[21, 23, 10, 11, 12, 15, 16, 17]","[12, 5, 10, 11, 12, 15, 16, 17]",Agent: 21 Goal: 23 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 5 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
235,"[22, 21, 10, 11, 12, 15, 16, 17]","[17, 4, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 17 Goal: 4 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
236,"[8, 8, 10, 11, 12, 15, 16, 17]","[16, 17, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 8 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 17 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
244,"[10, 12, 10, 11, 12, 15, 16, 17]","[15, 7, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 12 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 7 Frozen: [10 11 12 15 16 17],"[0, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
246,"[20, 19, 10, 11, 12, 15, 16, 17]","[10, 24, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 19 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 24 Frozen: [10 11 12 15 16 17],"[1, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
248,"[20, 23, 10, 11, 12, 15, 16, 17]","[17, 23, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 23 Frozen: [10 11 12 15 16 17],"Agent: 17 Goal: 23 Frozen: [10, 11, 12, 15, 16, 17]","[1, 1, 1]","[3, 4, 3]",0.6798679867986799,1.0,0.06308932788670063,False,0.1,0,1
248,"[20, 23, 10, 11, 12, 15, 16, 17]","[17, 23, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 23 Frozen: [10 11 12 15 16 17],"Agent: 17 Goal: 23 Frozen: [10, 11, 12, 15, 16, 17]","[1, 1, 1]","[1, 0, -1]",0.2941722776874855,0.6666666666666666,0.4128441661596298,False,0.3,0,1
252,"[8, 0, 10, 11, 12, 15, 16, 17]","[8, 10, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 8 Goal: 10 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
254,"[21, 11, 10, 11, 12, 15, 16, 17]","[15, 4, 10, 11, 12, 15, 16, 17]",Agent: 21 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 4 Frozen: [10 11 12 15 16 17],"[0, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
256,"[12, 14, 10, 11, 12, 15, 16, 17]","[16, 24, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 14 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 24 Frozen: [10 11 12 15 16 17],"[2, 0, 3]",,1.0,1.0,1.0,1,1.0,0,0
258,"[20, 15, 10, 11, 12, 15, 16, 17]","[5, 21, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 15 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 21 Frozen: [10 11 12 15 16 17],"[3, 4, 4]",,1.0,1.0,1.0,1,1.0,0,0
260,"[20, 22, 10, 11, 12, 15, 16, 17]","[6, 19, 10, 11, 12, 15, 16, 17]",Agent: 20 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 19 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
273,"[24, 22, 10, 11, 12, 15, 16, 17]","[22, 19, 10, 11, 12, 15, 16, 17]",Agent: 24 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 19 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
278,"[19, 18, 10, 11, 12, 15, 16, 17]","[16, 9, 10, 11, 12, 15, 16, 17]",Agent: 19 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 9 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
282,"[17, 17, 10, 11, 12, 15, 16, 17]","[12, 16, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 16 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
287,"[3, 3, 10, 11, 12, 15, 16, 17]","[7, 10, 10, 11, 12, 15, 16, 17]",Agent: 3 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 10 Frozen: [10 11 12 15 16 17],"[0, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
291,"[6, 3, 10, 11, 12, 15, 16, 17]","[18, 21, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 21 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
295,"[21, 19, 10, 11, 12, 15, 16, 17]","[12, 18, 10, 11, 12, 15, 16, 17]",Agent: 21 Goal: 19 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 18 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
298,"[18, 18, 10, 11, 12, 15, 16, 17]","[15, 17, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 17 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
303,"[17, 15, 10, 11, 12, 15, 16, 17]","[11, 21, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 15 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 21 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
306,"[16, 17, 10, 11, 12, 15, 16, 17]","[16, 22, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 22 Frozen: [10 11 12 15 16 17],"[0, 3, 4]",,1.0,1.0,1.0,1,1.0,0,0
309,"[17, 6, 10, 11, 12, 15, 16, 17]","[16, 12, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 6 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 12 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
311,"[4, 2, 10, 11, 12, 15, 16, 17]","[0, 4, 10, 11, 12, 15, 16, 17]",Agent: 4 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 0 Goal: 4 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
315,"[11, 3, 10, 11, 12, 15, 16, 17]","[16, 14, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
318,"[10, 24, 10, 11, 12, 15, 16, 17]","[5, 14, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 24 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 14 Frozen: [10 11 12 15 16 17],"[1, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
320,"[16, 18, 10, 11, 12, 15, 16, 17]","[6, 16, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 16 Frozen: [10 11 12 15 16 17],"[0, 1, 0]",,1.0,1.0,1.0,1,1.0,0,0
322,"[3, 1, 10, 11, 12, 15, 16, 17]","[5, 22, 10, 11, 12, 15, 16, 17]",Agent: 3 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 22 Frozen: [10 11 12 15 16 17],"[2, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
323,"[17, 23, 10, 11, 12, 15, 16, 17]","[20, 4, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 23 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 4 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
325,"[19, 19, 10, 11, 12, 15, 16, 17]","[7, 23, 10, 11, 12, 15, 16, 17]",Agent: 19 Goal: 19 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 23 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
327,"[8, 1, 10, 11, 12, 15, 16, 17]","[13, 8, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 8 Frozen: [10 11 12 15 16 17],"[3, 2, 3]",,1.0,1.0,1.0,1,1.0,0,0
328,"[8, 2, 10, 11, 12, 15, 16, 17]","[22, 11, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 11 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
332,"[6, 2, 10, 11, 12, 15, 16, 17]","[13, 6, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 6 Frozen: [10 11 12 15 16 17],"[3, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
338,"[13, 11, 10, 11, 12, 15, 16, 17]","[7, 22, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 22 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
343,"[8, 10, 10, 11, 12, 15, 16, 17]","[6, 20, 10, 11, 12, 15, 16, 17]",Agent: 8 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 20 Frozen: [10 11 12 15 16 17],"[2, 0, 2]",,1.0,1.0,1.0,1,1.0,0,0
