Fact id,Fact,SF,Fact_readable,SF_readable,Fact actions,Recourse,exceptionality,sparsity,fidelity,num_cfs,uncertainty,Value,Found
47,"[6, 18, 10, 11, 12, 15, 16, 17]","[11, 11, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 11 Frozen: [10 11 12 15 16 17],"[1, 1, 0]",,1.0,1.0,1.0,1,1.0,0,0
49,"[16, 4, 10, 11, 12, 15, 16, 17]","[10, 1, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 1 Frozen: [10 11 12 15 16 17],"[0, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
51,"[15, 10, 10, 11, 12, 15, 16, 17]","[22, 18, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 18 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
57,"[12, 2, 10, 11, 12, 15, 16, 17]","[21, 21, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 21 Goal: 21 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
59,"[7, 19, 10, 11, 12, 15, 16, 17]","[24, 20, 10, 11, 12, 15, 16, 17]",Agent: 7 Goal: 19 Frozen: [10 11 12 15 16 17],Agent: 24 Goal: 20 Frozen: [10 11 12 15 16 17],"[0, 1, 0]",,1.0,1.0,1.0,1,1.0,0,0
60,"[6, 2, 10, 11, 12, 15, 16, 17]","[9, 0, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 9 Goal: 0 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
61,"[19, 21, 10, 11, 12, 15, 16, 17]","[2, 0, 10, 11, 12, 15, 16, 17]",Agent: 19 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 2 Goal: 0 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
62,"[3, 2, 10, 11, 12, 15, 16, 17]","[10, 10, 10, 11, 12, 15, 16, 17]",Agent: 3 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 10 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
70,"[5, 5, 10, 11, 12, 15, 16, 17]","[10, 5, 10, 11, 12, 15, 16, 17]",Agent: 5 Goal: 5 Frozen: [10 11 12 15 16 17],"Agent: 10 Goal: 5 Frozen: [10, 11, 12, 15, 16, 17]","[2, 1, 2]","[2, 1, 2]",0.032605233600992406,1.0,0.017255375782648723,False,0.5,0,1
74,"[15, 21, 10, 11, 12, 15, 16, 17]","[6, 2, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 2 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
84,"[12, 6, 10, 11, 12, 15, 16, 17]","[24, 23, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 6 Frozen: [10 11 12 15 16 17],Agent: 24 Goal: 23 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
102,"[13, 9, 10, 11, 12, 15, 16, 17]","[2, 2, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 9 Frozen: [10 11 12 15 16 17],Agent: 2 Goal: 2 Frozen: [10 11 12 15 16 17],"[3, 0, 3]",,1.0,1.0,1.0,1,1.0,0,0
104,"[11, 0, 10, 11, 12, 15, 16, 17]","[8, 1, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 0 Frozen: [10 11 12 15 16 17],Agent: 8 Goal: 1 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
111,"[10, 4, 10, 11, 12, 15, 16, 17]","[7, 6, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 6 Frozen: [10 11 12 15 16 17],"[3, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
112,"[10, 22, 10, 11, 12, 15, 16, 17]","[15, 10, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 10 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
128,"[13, 7, 10, 11, 12, 15, 16, 17]","[21, 20, 10, 11, 12, 15, 16, 17]",Agent: 13 Goal: 7 Frozen: [10 11 12 15 16 17],Agent: 21 Goal: 20 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
129,"[12, 10, 10, 11, 12, 15, 16, 17]","[15, 6, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 6 Frozen: [10 11 12 15 16 17],"[1, 2, 1]",,1.0,1.0,1.0,1,1.0,0,0
130,"[18, 13, 10, 11, 12, 15, 16, 17]","[16, 15, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 13 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 15 Frozen: [10 11 12 15 16 17],"[1, 0, 3]",,1.0,1.0,1.0,1,1.0,0,0
133,"[16, 15, 10, 11, 12, 15, 16, 17]","[24, 21, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 15 Frozen: [10 11 12 15 16 17],Agent: 24 Goal: 21 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
141,"[16, 10, 10, 11, 12, 15, 16, 17]","[18, 9, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 9 Frozen: [10 11 12 15 16 17],"[2, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
151,"[24, 22, 10, 11, 12, 15, 16, 17]","[17, 1, 10, 11, 12, 15, 16, 17]",Agent: 24 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 17 Goal: 1 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
153,"[24, 23, 10, 11, 12, 15, 16, 17]","[24, 22, 10, 11, 12, 15, 16, 17]",Agent: 24 Goal: 23 Frozen: [10 11 12 15 16 17],Agent: 24 Goal: 22 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
156,"[17, 21, 10, 11, 12, 15, 16, 17]","[18, 15, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 18 Goal: 15 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
162,"[16, 1, 10, 11, 12, 15, 16, 17]","[10, 0, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 0 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
166,"[18, 10, 10, 11, 12, 15, 16, 17]","[16, 4, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 4 Frozen: [10 11 12 15 16 17],"[2, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
168,"[22, 13, 10, 11, 12, 15, 16, 17]","[8, 2, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 13 Frozen: [10 11 12 15 16 17],Agent: 8 Goal: 2 Frozen: [10 11 12 15 16 17],"[3, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
175,"[22, 9, 10, 11, 12, 15, 16, 17]","[11, 12, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 9 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 12 Frozen: [10 11 12 15 16 17],"[3, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
176,"[3, 9, 10, 11, 12, 15, 16, 17]","[6, 3, 10, 11, 12, 15, 16, 17]",Agent: 3 Goal: 9 Frozen: [10 11 12 15 16 17],Agent: 6 Goal: 3 Frozen: [10 11 12 15 16 17],"[0, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
178,"[11, 15, 10, 11, 12, 15, 16, 17]","[4, 10, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 15 Frozen: [10 11 12 15 16 17],Agent: 4 Goal: 10 Frozen: [10 11 12 15 16 17],"[2, 2, 1]",,1.0,1.0,1.0,1,1.0,0,0
179,"[21, 21, 10, 11, 12, 15, 16, 17]","[15, 16, 10, 11, 12, 15, 16, 17]",Agent: 21 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 16 Frozen: [10 11 12 15 16 17],"[2, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
186,"[11, 10, 10, 11, 12, 15, 16, 17]","[12, 13, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 13 Frozen: [10 11 12 15 16 17],"[1, 2, 4]",,1.0,1.0,1.0,1,1.0,0,0
189,"[16, 1, 10, 11, 12, 15, 16, 17]","[9, 5, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 9 Goal: 5 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
191,"[1, 3, 10, 11, 12, 15, 16, 17]","[22, 24, 10, 11, 12, 15, 16, 17]",Agent: 1 Goal: 3 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 24 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
196,"[6, 6, 10, 11, 12, 15, 16, 17]","[10, 13, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 6 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 13 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
197,"[16, 2, 10, 11, 12, 15, 16, 17]","[20, 21, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 21 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
203,"[12, 11, 10, 11, 12, 15, 16, 17]","[21, 19, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 21 Goal: 19 Frozen: [10 11 12 15 16 17],"[2, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
210,"[15, 9, 10, 11, 12, 15, 16, 17]","[19, 17, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 9 Frozen: [10 11 12 15 16 17],Agent: 19 Goal: 17 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
211,"[11, 11, 10, 11, 12, 15, 16, 17]","[23, 21, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 23 Goal: 21 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
217,"[17, 10, 10, 11, 12, 15, 16, 17]","[16, 6, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 6 Frozen: [10 11 12 15 16 17],"[3, 2, 3]",,1.0,1.0,1.0,1,1.0,0,0
222,"[23, 24, 10, 11, 12, 15, 16, 17]","[15, 9, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 24 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 9 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
226,"[16, 10, 10, 11, 12, 15, 16, 17]","[13, 14, 10, 11, 12, 15, 16, 17]",Agent: 16 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
228,"[21, 23, 10, 11, 12, 15, 16, 17]","[12, 5, 10, 11, 12, 15, 16, 17]",Agent: 21 Goal: 23 Frozen: [10 11 12 15 16 17],Agent: 12 Goal: 5 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
230,"[18, 5, 10, 11, 12, 15, 16, 17]","[19, 18, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 5 Frozen: [10 11 12 15 16 17],Agent: 19 Goal: 18 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
234,"[12, 10, 10, 11, 12, 15, 16, 17]","[11, 4, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 4 Frozen: [10 11 12 15 16 17],"[3, 3, 2]",,1.0,1.0,1.0,1,1.0,0,0
235,"[22, 21, 10, 11, 12, 15, 16, 17]","[17, 4, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 17 Goal: 4 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
240,"[18, 15, 10, 11, 12, 15, 16, 17]","[4, 2, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 15 Frozen: [10 11 12 15 16 17],Agent: 4 Goal: 2 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
241,"[12, 12, 10, 11, 12, 15, 16, 17]","[11, 3, 10, 11, 12, 15, 16, 17]",Agent: 12 Goal: 12 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 3 Frozen: [10 11 12 15 16 17],"[1, 0, 1]",,1.0,1.0,1.0,1,1.0,0,0
243,"[23, 22, 10, 11, 12, 15, 16, 17]","[20, 23, 10, 11, 12, 15, 16, 17]",Agent: 23 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 23 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
245,"[7, 5, 10, 11, 12, 15, 16, 17]","[10, 11, 10, 11, 12, 15, 16, 17]",Agent: 7 Goal: 5 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 11 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
249,"[9, 8, 10, 11, 12, 15, 16, 17]","[10, 7, 10, 11, 12, 15, 16, 17]",Agent: 9 Goal: 8 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 7 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
253,"[11, 1, 10, 11, 12, 15, 16, 17]","[15, 11, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 1 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 11 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
255,"[17, 18, 10, 11, 12, 15, 16, 17]","[10, 9, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 9 Frozen: [10 11 12 15 16 17],"[0, 0, 3]",,1.0,1.0,1.0,1,1.0,0,0
259,"[19, 17, 10, 11, 12, 15, 16, 17]","[7, 8, 10, 11, 12, 15, 16, 17]",Agent: 19 Goal: 17 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 8 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
261,"[4, 10, 10, 11, 12, 15, 16, 17]","[13, 2, 10, 11, 12, 15, 16, 17]",Agent: 4 Goal: 10 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 2 Frozen: [10 11 12 15 16 17],"[0, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
281,"[22, 22, 10, 11, 12, 15, 16, 17]","[11, 9, 10, 11, 12, 15, 16, 17]",Agent: 22 Goal: 22 Frozen: [10 11 12 15 16 17],Agent: 11 Goal: 9 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
285,"[11, 13, 10, 11, 12, 15, 16, 17]","[16, 0, 10, 11, 12, 15, 16, 17]",Agent: 11 Goal: 13 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 0 Frozen: [10 11 12 15 16 17],"[0, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
286,"[15, 6, 10, 11, 12, 15, 16, 17]","[13, 3, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 6 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 3 Frozen: [10 11 12 15 16 17],"[3, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
292,"[17, 11, 10, 11, 12, 15, 16, 17]","[5, 9, 10, 11, 12, 15, 16, 17]",Agent: 17 Goal: 11 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 9 Frozen: [10 11 12 15 16 17],"[2, 2, 2]",,1.0,1.0,1.0,1,1.0,0,0
296,"[2, 4, 10, 11, 12, 15, 16, 17]","[7, 14, 10, 11, 12, 15, 16, 17]",Agent: 2 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 7 Goal: 14 Frozen: [10 11 12 15 16 17],"[3, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
298,"[18, 18, 10, 11, 12, 15, 16, 17]","[15, 17, 10, 11, 12, 15, 16, 17]",Agent: 18 Goal: 18 Frozen: [10 11 12 15 16 17],Agent: 15 Goal: 17 Frozen: [10 11 12 15 16 17],"[1, 1, 2]",,1.0,1.0,1.0,1,1.0,0,0
304,"[2, 2, 10, 11, 12, 15, 16, 17]","[16, 5, 10, 11, 12, 15, 16, 17]",Agent: 2 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 16 Goal: 5 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
311,"[4, 2, 10, 11, 12, 15, 16, 17]","[0, 4, 10, 11, 12, 15, 16, 17]",Agent: 4 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 0 Goal: 4 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
318,"[10, 24, 10, 11, 12, 15, 16, 17]","[5, 14, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 24 Frozen: [10 11 12 15 16 17],Agent: 5 Goal: 14 Frozen: [10 11 12 15 16 17],"[1, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
326,"[24, 21, 10, 11, 12, 15, 16, 17]","[22, 12, 10, 11, 12, 15, 16, 17]",Agent: 24 Goal: 21 Frozen: [10 11 12 15 16 17],Agent: 22 Goal: 12 Frozen: [10 11 12 15 16 17],"[1, 1, 1]",,1.0,1.0,1.0,1,1.0,0,0
332,"[6, 2, 10, 11, 12, 15, 16, 17]","[13, 6, 10, 11, 12, 15, 16, 17]",Agent: 6 Goal: 2 Frozen: [10 11 12 15 16 17],Agent: 13 Goal: 6 Frozen: [10 11 12 15 16 17],"[3, 3, 0]",,1.0,1.0,1.0,1,1.0,0,0
336,"[10, 16, 10, 11, 12, 15, 16, 17]","[20, 24, 10, 11, 12, 15, 16, 17]",Agent: 10 Goal: 16 Frozen: [10 11 12 15 16 17],Agent: 20 Goal: 24 Frozen: [10 11 12 15 16 17],"[1, 0, 0]",,1.0,1.0,1.0,1,1.0,0,0
337,"[15, 4, 10, 11, 12, 15, 16, 17]","[10, 3, 10, 11, 12, 15, 16, 17]",Agent: 15 Goal: 4 Frozen: [10 11 12 15 16 17],Agent: 10 Goal: 3 Frozen: [10 11 12 15 16 17],"[3, 3, 3]",,1.0,1.0,1.0,1,1.0,0,0
