,Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6
52,5.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
53,11.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
54,11.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
55,10.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
56,13.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
57,17.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
58,24.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
59,16.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
60,7.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
61,6.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
62,17.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
63,5.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
64,19.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
65,11.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
66,11.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
67,8.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
68,3.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
69,10.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
70,16.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
71,20.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
72,6.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
73,2.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
74,11.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
75,8.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
76,1.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
77,1.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
78,20.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
79,12.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
80,6.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
81,7.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
82,15.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
83,16.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
84,4.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
85,3.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
86,7.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
87,18.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
88,18.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
89,5.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
90,3.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
91,13.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
92,21.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
93,16.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
94,12.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
95,23.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
96,24.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
97,17.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
98,11.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
99,13.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
100,18.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
101,17.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
102,7.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
103,6.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
104,9.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
105,5.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
106,16.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
107,17.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
108,18.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
109,24.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
110,16.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
111,18.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0
112,9.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
113,6.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
114,8.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
115,19.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
116,10.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
117,22.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
118,19.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
119,8.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
120,16.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
121,17.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
122,8.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
123,20.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
124,15.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
125,18.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
126,6.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
127,12.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
128,4.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
129,15.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
130,20.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
131,1.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
132,22.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
133,8.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
134,3.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
135,6.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
136,6.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
137,5.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
138,7.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
139,22.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
140,0.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
141,17.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
142,21.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
143,21.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
144,15.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
145,11.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
146,23.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
147,12.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
148,18.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
149,19.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
150,23.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
151,3.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
152,12.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
153,2.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
154,2.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
155,10.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
156,21.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
157,6.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
158,21.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
159,5.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
160,13.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
161,12.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
162,19.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
163,17.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
164,11.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
165,16.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
166,11.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
167,17.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
168,16.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
169,11.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
170,15.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
171,4.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
172,11.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
173,6.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
174,20.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
175,10.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
176,10.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
177,21.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
178,17.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
179,8.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
180,15.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
181,16.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
182,12.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
183,7.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
184,6.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
185,13.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
186,10.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
187,12.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
188,22.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
189,19.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
190,13.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
191,21.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
192,15.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
193,17.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
194,1.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
195,17.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
196,20.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
197,16.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
198,20.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
199,15.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
200,11.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
201,12.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
202,12.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
203,16.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
204,16.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
205,13.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
206,7.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
207,12.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
208,18.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
209,10.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
210,21.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
211,12.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
212,7.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
213,20.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
214,21.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
215,15.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
216,16.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0
217,6.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
218,13.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
219,13.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
220,16.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
221,11.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
222,0.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
223,4.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
224,16.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
225,5.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
226,16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
227,10.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
228,1.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
229,6.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
230,7.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
231,5.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
232,22.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
233,22.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
234,13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
235,5.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
236,15.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
237,13.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
238,6.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
239,10.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
240,7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
241,13.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
242,21.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
243,6.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
