Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6,test_idx,Fact id,sf_found
18.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,82,291,1
12.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,83,295,1
12.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,83,295,1
12.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0,83,295,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,84,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,84,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,84,298,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,85,303,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,85,303,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,85,303,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,86,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,86,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,86,306,1
16.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,87,309,1
16.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,87,309,1
16.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,87,309,1
0.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,88,311,1
0.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,88,311,1
0.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,88,311,1
16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,315,1
16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,315,1
16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,315,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,90,318,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,90,318,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,90,318,1
6.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,91,320,1
6.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,91,320,1
6.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0,91,320,1
5.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,92,322,1
5.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,92,322,1
5.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,92,322,1
20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,93,323,1
20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,93,323,1
20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0,93,323,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,94,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,94,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,94,325,1
13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,95,327,1
13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,95,327,1
13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,95,327,1
22.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,96,328,1
22.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,96,328,1
22.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,96,328,1
13.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,97,332,1
13.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,97,332,1
13.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,97,332,1
7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,98,338,1
7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,98,338,1
7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,98,338,1
6.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,99,343,1
6.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,99,343,1
6.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,99,343,1
