,Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6
155,10.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
156,21.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
157,11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
158,9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
159,6.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
160,21.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
161,5.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
162,22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
163,22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
164,17.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
165,11.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
166,16.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
167,16.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
168,11.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
169,15.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
170,9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
171,6.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
172,15.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
173,10.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
174,21.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
175,17.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
176,12.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
177,22.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
178,8.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
179,15.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
180,16.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
181,12.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
182,5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
183,6.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
184,10.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
185,12.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
186,22.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
187,13.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
188,21.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
189,15.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
190,17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
191,17.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
192,1.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
193,17.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
194,22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
195,13.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
196,22.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
197,5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
198,20.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
199,16.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0
200,20.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0
201,15.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
202,12.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
203,12.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
204,16.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
205,5.0,1.0,10.0,11.0,12.0,15.0,16.0,17.0
206,5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0
207,18.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
208,10.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
209,21.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
210,12.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
211,17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
212,20.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
213,16.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
214,21.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
215,15.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
216,11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
217,13.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
218,13.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0
219,16.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0
220,4.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0
221,16.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0
222,5.0,18.0,10.0,11.0,12.0,15.0,16.0,17.0
223,16.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0
224,10.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
225,1.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
226,6.0,16.0,10.0,11.0,12.0,15.0,16.0,17.0
227,7.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
228,5.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
229,20.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
230,22.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
231,7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0
232,13.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0
233,22.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0
234,5.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0
235,17.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
236,15.0,2.0,10.0,11.0,12.0,15.0,16.0,17.0
237,13.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0
238,7.0,4.0,10.0,11.0,12.0,15.0,16.0,17.0
239,7.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0
240,7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0
241,13.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0
242,21.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0
243,6.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0
